name,platform,genre,year_of_release,critic_score,user_score,rating,global_sales
Heroes Phantasia,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.07
Sherlock Holmes: Crimes & Punishments,PS3,Adventure,2014,72.0,7.55,Unknown,0.06999999999999999
Dragon Ball Z: Battle of Z,X360,Fighting,2014,53.0,5.1,T,0.060000000000000005
Terraria,PS4,Action,2014,83.0,7.9,T,0.07
BlazBlue: Chrono Phantasma Extend,XOne,Action,2015,73.0,6.3,T,0.07
Pac-Man and the Ghostly Adventures 2,WiiU,Adventure,2014,72.0,7.0,E10+,0.06999999999999999
Dark Souls,PC,Role-Playing,2012,74.0,7.5,Unknown,0.06999999999999999
The Guided Fate Paradox,PS3,Role-Playing,2013,74.0,7.8,T,0.06
Gundam Try Age SP,3DS,Strategy,2014,80.0,7.1,Unknown,0.07
Penguins of Madagascar,3DS,Action,2014,51.0,7.1,E,0.06
12-Sai. Honto no Kimochi,3DS,Adventure,2014,72.0,7.55,Unknown,0.07
Just Dance: Disney Party 2,X360,Action,2015,73.0,7.1,E,0.07
Natural Doctrine,PSV,Role-Playing,2014,60.0,7.5,M,0.06999999999999999
Cardfight!! Vanguard: Lock On Victory!!,3DS,Misc,2014,75.0,7.0,Unknown,0.07
Broken Sword 5: The Serpent's Curse,PS4,Adventure,2015,72.0,7.2,T,0.06999999999999999
Alan Wake,PC,Action,2012,83.0,8.0,T,0.06999999999999999
Atelier Meruru: Alchemist of Arland 3,PSV,Role-Playing,2013,74.0,7.5,Unknown,0.06
Risen 3: Titan Lords,X360,Role-Playing,2014,44.0,4.4,M,0.06
Genkai Tokki Monster Monpiece,PSV,Strategy,2013,80.0,7.1,Unknown,0.06
Moshi Monsters: Katsuma Unleashed,3DS,Action,2013,73.0,7.1,E,0.06999999999999999
GRID 2,PC,Racing,2013,80.0,5.7,E,0.06999999999999999
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,Misc,2015,75.0,7.0,Unknown,0.06
Criminal Girls: Invite Only,PSV,Role-Playing,2013,55.0,6.7,M,0.06999999999999999
Samurai Warriors Chronicles 3,PSV,Action,2014,70.0,7.9,T,0.06
Bullet Girls,PSV,Action,2014,73.0,7.1,Unknown,0.06
One Piece: Unlimited World Red,WiiU,Action,2014,66.0,7.8,T,0.06
Darksiders II,XOne,Action,2015,73.0,7.1,Unknown,0.06999999999999999
Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,2015,70.0,7.5,E,0.06
Dynasty Warriors Vs,3DS,Action,2012,73.0,7.1,Unknown,0.06
Fist of the North Star: Ken's Rage 2,X360,Fighting,2012,55.0,7.1,M,0.06
Utawarerumono: Futari no Hakuoro,PSV,Misc,2016,75.0,7.0,Unknown,0.06
Steins;Gate: Senkei Kousoku no Phonogram,PS3,Adventure,2013,72.0,7.55,Unknown,0.06
Mirror's Edge Catalyst,PC,Platform,2016,74.0,4.4,T,0.060000000000000005
Pro Yaky? Spirits 2013,PSV,Sports,2013,77.0,5.7,Unknown,0.06
Super Robot Wars OG: The Moon Dwellers,PS3,Misc,2016,75.0,7.0,Unknown,0.06
The Amazing Spider-Man 2 (2014),3DS,Action,2014,73.0,7.1,Unknown,0.06999999999999999
Odin Sphere: Leifthrasir,PS3,Role-Playing,2016,74.0,7.0,T,0.06999999999999999
Game Center CX: 3-Choume no Arino,3DS,Action,2014,73.0,7.1,Unknown,0.06
Assetto Corsa,PS4,Racing,2016,73.0,6.2,E,0.060000000000000005
One Piece: Burning Blood,XOne,Fighting,2016,60.0,5.8,T,0.060000000000000005
TrackMania Turbo,XOne,Action,2016,76.0,7.7,E,0.06
Pro Evolution Soccer 2015,PC,Sports,2014,82.0,5.8,Unknown,0.06
Zero Escape: Zero Time Dilemma,PSV,Adventure,2016,83.0,8.3,M,0.060000000000000005
NHL Legacy,X360,Action,2015,73.0,7.1,Unknown,0.06999999999999999
Disney Infinity 2.0: Marvel Super Heroes,PSV,Action,2015,73.0,7.1,Unknown,0.060000000000000005
Godzilla (2014),PS3,Action,2014,73.0,7.1,Unknown,0.06
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,Action,2016,73.0,7.1,Unknown,0.06
Steins;Gate,PS3,Adventure,2012,83.0,8.7,M,0.060000000000000005
Nights of Azure,PS4,Action,2015,67.0,7.6,T,0.060000000000000005
Earth Defense Force 2017 Portable,PSV,Action,2012,68.0,7.9,T,0.06
Zumba Fitness Core,Wii,Misc,2012,75.0,7.0,E10+,0.06999999999999999
Lego Batman 3: Beyond Gotham,PC,Action,2014,73.0,6.8,E10+,0.06
A-Train: City Simulator,3DS,Simulation,2014,65.0,7.05,E10+,0.06
The LEGO Movie Videogame,PC,Action,2014,68.0,6.8,E10+,0.06
DuckTales: Remastered,WiiU,Action,2013,76.0,7.9,E,0.06999999999999999
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,Adventure,2014,72.0,7.55,Unknown,0.06
MX vs. ATV Supercross,X360,Racing,2014,48.0,4.8,E,0.060000000000000005
Grand Kingdom,PSV,Role-Playing,2015,76.0,8.8,T,0.06999999999999999
Risen 3: Titan Lords,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.060000000000000005
Transformer: Rise of the Dark Spark,WiiU,Action,2014,73.0,7.1,Unknown,0.060000000000000005
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,2015,64.0,7.9,M,0.060000000000000005
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,Action,2012,73.0,7.1,Unknown,0.06
The Technomancer,PS4,Role-Playing,2016,60.0,6.7,M,0.06999999999999999
Attack on Titan (KOEI),PS3,Action,2016,73.0,7.1,Unknown,0.06
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,Action,2014,73.0,7.1,Unknown,0.06
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,Strategy,2014,80.0,7.1,Unknown,0.06
Attack on Titan (KOEI),XOne,Action,2016,73.0,7.1,Unknown,0.05
Summon Night 6: Lost Borders,PSV,Action,2016,73.0,7.1,Unknown,0.06
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,Action,2012,73.0,7.1,Unknown,0.06
Genkai Tokki: Moero Crystal,PSV,Role-Playing,2015,74.0,7.5,Unknown,0.06
Project Setsuna,PS4,Role-Playing,2016,74.0,7.5,Unknown,0.06
Song of the Deep,XOne,Action,2016,66.0,6.9,E,0.060000000000000005
JoJo's Bizarre Adventure: All Star Battle,3DS,Fighting,2012,74.0,7.4,Unknown,0.06
Digimon All-Star Rumble,X360,Fighting,2014,74.0,5.7,E10+,0.07
The Legend of Heroes VII: The Trail of Blue,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.06
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,Role-Playing,2015,74.0,8.0,T,0.06
Smile PreCure! Let's Go! Marchen World,3DS,Action,2012,73.0,7.1,Unknown,0.06
Doraemon: Nobita no Uchuu Eiyuuki,3DS,Action,2015,73.0,7.1,Unknown,0.06
Toriko: Gourmet Battle!,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.06
Tony Hawk's Pro Skater 5,PS3,Sports,2015,77.0,3.1,T,0.060000000000000005
Culdcept Revolt,3DS,Strategy,2016,80.0,7.1,Unknown,0.06
Devil's Third,WiiU,Action,2015,43.0,6.5,M,0.06999999999999999
Mahouka Koukou no Rettousei: Out of Order,PSV,Adventure,2014,72.0,7.55,Unknown,0.06
Corpse Party: Back to School Edition,3DS,Adventure,2016,72.0,7.55,Unknown,0.060000000000000005
I Am In The Movie,PSP,Simulation,2012,70.0,7.05,Unknown,0.06
Lord of Magna: Maiden Heaven,3DS,Role-Playing,2014,68.0,7.8,T,0.06
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,Shooter,2013,76.0,6.7,E10+,0.06
Metal Max 4: Gekkou no Diva,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.06
Magi: Aratanaru Sekai,3DS,Role-Playing,2014,74.0,7.5,Unknown,0.06
MXGP 2,XOne,Racing,2016,75.0,6.3,Unknown,0.060000000000000005
Adventure Time: The Secret of the Nameless Kingdom,X360,Action,2014,58.0,7.5,E10+,0.05
Utawarerumono: Itsuwari no Kamen,PS4,Adventure,2015,72.0,7.55,Unknown,0.06
Steins;Gate: Hiyoku Renri no Darling,PSP,Action,2012,73.0,7.1,Unknown,0.06
All Kamen Rider: Rider Generation 2,PSP,Action,2012,73.0,7.1,Unknown,0.06
BlazBlue Central Fiction,PS3,Fighting,2016,74.0,7.4,T,0.06999999999999999
Toy Soldiers: War Chest,XOne,Action,2015,60.0,8.4,Unknown,0.060000000000000005
Inversion,X360,Shooter,2012,53.0,6.5,M,0.060000000000000005
Nendoroid Generation,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.06
Exist Archive: The Other Side of the Sky,PSV,Role-Playing,2015,71.0,8.3,T,0.060000000000000005
Chaos Rings III,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.06
Top Gun: Hard Lock,X360,Action,2012,54.0,3.5,T,0.05
Kamen Rider: Battride War Genesis,PS4,Action,2016,73.0,7.1,Unknown,0.06
Street Fighter V,PC,Fighting,2016,74.0,2.9,T,0.05
The Amazing Spider-Man 2 (2014),WiiU,Action,2014,73.0,7.1,Unknown,0.05
Samurai Warriors 4: Empires,PS3,Action,2015,73.0,7.1,T,0.06
MX vs. ATV Supercross Encore,PS4,Sports,2015,42.0,4.1,E,0.060000000000000005
Tropico 5,X360,Simulation,2014,71.0,7.2,T,0.05
Rugby World Cup 2015,PS4,Sports,2015,25.0,1.9,E,0.060000000000000005
ZombiU,PS4,Action,2016,73.0,7.1,Unknown,0.060000000000000005
Rugby World Cup 2015,PS3,Sports,2015,77.0,5.7,E,0.060000000000000005
Pro Yaky? Spirits 2012,PSV,Sports,2012,77.0,5.7,Unknown,0.06
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,Action,2012,73.0,7.1,Unknown,0.06
Tokyo Twilight Ghost Hunters,PS3,Role-Playing,2014,64.0,6.4,T,0.060000000000000005
MotorStorm RC,PSV,Racing,2012,78.0,6.8,E,0.05
Girls RPG: Cinderellife,3DS,Role-Playing,2012,74.0,7.5,Unknown,0.06
Fate/Stay Night [Réalta Nua],PSV,Adventure,2012,72.0,7.55,Unknown,0.06
Remember Me,PC,Action,2013,65.0,7.4,M,0.05
Gintama no Sugoroku,PSP,Action,2013,73.0,7.1,Unknown,0.06
Miracle Girls Festival,PSV,Misc,2015,75.0,7.0,Unknown,0.06
Caligula,PSV,Role-Playing,2016,74.0,7.5,Unknown,0.06
Handball 16,PS4,Sports,2015,77.0,3.0,E,0.060000000000000005
Samurai Warriors 4: Empires,PSV,Action,2015,73.0,7.1,T,0.06
Ride to Hell,X360,Racing,2013,19.0,1.3,M,0.060000000000000005
Nobunaga no Yabou: Souzou,PS4,Strategy,2014,80.0,7.1,Unknown,0.06
Rocket League,PC,Sports,2016,86.0,8.2,E,0.05
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,Misc,2016,75.0,7.0,Unknown,0.060000000000000005
Saki: Zenkoku-hen,PSV,Misc,2015,75.0,7.0,Unknown,0.06
Kyoukai Senjou no Horizon Portable,PSP,Adventure,2013,72.0,7.55,Unknown,0.05
7 Days to Die,XOne,Action,2016,35.0,5.2,M,0.05
Chaos;Child,PSV,Adventure,2015,72.0,7.55,Unknown,0.05
Hearts of Iron IV,PC,Strategy,2016,83.0,6.9,Unknown,0.05
Enemy Front,PS3,Shooter,2014,43.0,6.0,M,0.060000000000000005
Ghostbusters (2016),PS4,Action,2016,73.0,7.1,Unknown,0.05
Samurai Warriors 4-II,PSV,Action,2015,73.0,7.1,T,0.05
The Lost Chronicles of Zerzura,PC,Adventure,2012,76.0,6.7,Unknown,0.060000000000000005
Adventure Time: Finn & Jake Investigations,XOne,Action,2015,73.0,7.1,Unknown,0.05
Uta no Prince-Sama: Music 3,PSV,Action,2016,73.0,7.1,Unknown,0.05
New Prince of Tennis: Go to the Top,3DS,Action,2015,73.0,7.1,Unknown,0.05
Batman: A Telltale Game Series,PS3,Adventure,2016,72.0,7.55,Unknown,0.060000000000000005
Murdered: Soul Suspect,PC,Action,2014,59.0,7.4,M,0.05
Goosebumps: The Game,3DS,Adventure,2015,72.0,7.55,E10+,0.060000000000000005
Project Setsuna,PSV,Role-Playing,2016,74.0,7.5,Unknown,0.05
MotoGP 15,PS3,Racing,2015,75.0,6.3,E10+,0.05
Criminal Girls 2,PSV,Role-Playing,2015,74.0,7.5,Unknown,0.060000000000000005
Omega Labyrinth,PSV,Role-Playing,2015,74.0,7.5,Unknown,0.05
Nobunaga's Ambition: Sphere of Influence,PSV,Strategy,2014,80.0,7.1,Unknown,0.05
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,Misc,2013,75.0,7.0,Unknown,0.05
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,Action,2013,73.0,7.1,Unknown,0.05
Mighty No. 9,PS4,Platform,2016,52.0,3.5,E10+,0.05
Dead or Alive Xtreme 3: Fortune,PS4,Sports,2016,43.0,7.8,Unknown,0.05
Winning Post 8 ,PS3,Racing,2014,75.0,6.3,Unknown,0.05
Minna no Ennichi,3DS,Action,2012,73.0,7.1,Unknown,0.05
Choujikuu Yousai Macross: Do You Remember Love,PS3,Shooter,2012,76.0,6.7,Unknown,0.05
Arcania: Gothic 4,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.05
Persona 2: Eternal Punishment,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.05
Dead Island Definitive Collection,XOne,Action,2016,67.0,4.9,M,0.05
PAC-MAN and the Ghostly Adventures,WiiU,Platform,2013,58.0,6.5,E10+,0.04
WRC 5: FIA World Rally Championship,PS4,Sports,2015,77.0,5.7,Unknown,0.060000000000000005
F1 2015,PC,Racing,2015,61.0,3.6,E,0.05
Luminous Arc Infinity,PSV,Action,2015,73.0,7.1,Unknown,0.05
Koi to Senkyo to Chocolate Portable,PSP,Adventure,2012,72.0,7.55,Unknown,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,Action,2016,73.0,3.4,T,0.05
Sherlock Holmes: Crimes & Punishments,X360,Adventure,2014,72.0,7.55,Unknown,0.05
Killing Floor 2 ,PS4,Shooter,2016,76.0,8.0,M,0.05
Adventure Time: Finn & Jake Investigations,WiiU,Action,2015,73.0,7.1,Unknown,0.05
Mortal Kombat X,PC,Fighting,2015,76.0,5.1,M,0.05
To Heart 2: Dungeon Travelers,PSV,Adventure,2015,72.0,7.55,Unknown,0.05
Bladestorm: Nightmare,XOne,Action,2015,48.0,7.1,T,0.05
Sacred 3,X360,Role-Playing,2014,51.0,4.1,M,0.05
Wasteland 2,XOne,Role-Playing,2015,77.0,7.1,M,0.060000000000000005
Game of Thrones (Telltale),PS4,Adventure,2015,72.0,7.55,Unknown,0.05
Legend of Kay,WiiU,Action,2015,73.0,7.1,Unknown,0.05
The Bureau: XCOM Declassified,PC,Shooter,2013,66.0,6.5,M,0.05
Utawarerumono: Futari no Hakuoro,PS4,Misc,2016,75.0,7.0,Unknown,0.05
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,Action,2015,73.0,7.1,Unknown,0.05
R.B.I. Baseball 2016,XOne,Sports,2016,77.0,5.7,Unknown,0.060000000000000005
Bakemonogatari Portable,PSP,Action,2012,73.0,7.1,Unknown,0.05
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Action,2015,73.0,7.1,Unknown,0.05
Super Heroine Chronicle,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Shooter,2013,76.0,6.2,E10+,0.05
Steins;Gate 0,PS4,Adventure,2015,81.0,8.3,M,0.05
Jewel Master: Cradle of Persia,DS,Puzzle,2012,71.0,7.9,E,0.05
Winning Post 7 2013,PS3,Sports,2013,77.0,5.7,Unknown,0.05
Ride,PS3,Racing,2015,75.0,4.8,Unknown,0.05
Detective Conan: Prelude from the Past,DS,Action,2012,73.0,7.1,Unknown,0.05
Zumba Fitness Core,X360,Misc,2012,77.0,6.7,E10+,0.05
Atelier Rorona: Alchemist of Arland,PSV,Role-Playing,2013,74.0,7.5,Unknown,0.05
Sengoku Basara 4: Sumeragi,PS4,Action,2015,73.0,7.1,Unknown,0.05
Kamen Rider: Battride War Genesis,PSV,Action,2016,73.0,7.1,Unknown,0.05
Sherlock Holmes: Crimes & Punishments,PC,Adventure,2014,72.0,7.55,Unknown,0.05
Guild 01,3DS,Action,2012,73.0,7.1,Unknown,0.05
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.05
Sword Art Online: Game Director's Edition,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.05
Metroid Prime: Federation Force,3DS,Action,2016,64.0,5.1,T,0.04
Natural Doctrine,PS3,Role-Playing,2014,74.0,8.1,M,0.060000000000000005
Payday 2,PC,Shooter,2013,79.0,3.4,M,0.05
Ghostbusters (2016),XOne,Action,2016,73.0,7.1,Unknown,0.05
Hatsune Miku: Project Diva X,PS4,Misc,2016,78.0,7.4,T,0.04
G1 Grand Prix,3DS,Action,2012,73.0,7.1,Unknown,0.05
Resident Evil 4 HD,PS4,Shooter,2016,76.0,6.7,Unknown,0.05
Grand Ages: Medieval,PC,Strategy,2015,63.0,5.4,T,0.05
Saints Row: Gat out of Hell,PS4,Action,2015,64.0,5.7,M,0.05
Plants vs. Zombies: Garden Warfare 2,PC,Shooter,2016,82.0,7.5,E10+,0.04
NASCAR Heat Evolution,PS4,Racing,2016,66.0,3.8,E,0.05
Child of Light,PS4,Role-Playing,2014,82.0,8.0,E10+,0.05
LEGO The Hobbit,PC,Action,2014,68.0,7.1,E10+,0.05
Detective Conan: Marionette Symphony,3DS,Adventure,2013,72.0,7.55,Unknown,0.05
Utawarerumono: Itsuwari no Kamen,PS3,Adventure,2015,72.0,7.55,Unknown,0.05
Amnesia Crowd,PSP,Misc,2013,75.0,7.0,Unknown,0.05
Diabolik Lovers,PSP,Adventure,2012,72.0,7.55,Unknown,0.05
DuckTales: Remastered,PS3,Action,2013,75.0,7.4,E,0.05
E.X. Troopers,PS3,Shooter,2012,76.0,6.7,Unknown,0.05
Gaist Crusher,3DS,Action,2013,73.0,7.1,Unknown,0.05
Rain (2013),PS3,Adventure,2013,72.0,7.55,Unknown,0.05
Tokyo Ghoul: Jail,PSV,Racing,2015,75.0,6.3,Unknown,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Action,2013,73.0,7.1,Unknown,0.04
Test Drive: Ferrari Legends,X360,Racing,2012,75.0,6.3,Unknown,0.04
Shin Hayarigami,PSV,Adventure,2014,72.0,7.55,Unknown,0.05
Arslan: The Warriors of Legend,PS3,Action,2015,73.0,7.1,T,0.05
Pro Evolution Soccer 2017,XOne,Sports,2016,87.0,6.1,E,0.04
Yoru no Nai Kuni,PS3,Role-Playing,2015,74.0,7.5,Unknown,0.05
Puyo Puyo Tetris,PSV,Puzzle,2014,71.0,7.9,Unknown,0.05
Time Travelers,PSV,Adventure,2012,72.0,7.55,Unknown,0.05
Amnesia Later,PSP,Misc,2012,75.0,7.0,Unknown,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Shooter,2013,76.0,6.1,E10+,0.04
XCOM 2,XOne,Strategy,2016,87.0,8.1,T,0.04
Yaiba: Ninja Gaiden Z,X360,Action,2014,50.0,5.3,M,0.04
Hero Bank 2,3DS,Role-Playing,2014,74.0,7.5,Unknown,0.05
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,Action,2014,73.0,7.1,Unknown,0.05
12-Sai. Koisuru Diary,3DS,Adventure,2016,72.0,7.55,Unknown,0.05
Hakuouki: Bakumatsu Musou Roku,PSP,Action,2012,73.0,7.1,Unknown,0.05
Atelier Ayesha: The Alchemist of Dusk,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.05
Just Dance 2017,PS3,Misc,2016,75.0,7.0,E10+,0.05
Ride 2,PS4,Racing,2016,71.0,8.0,E,0.05
Toukiden Kiwami,PSP,Action,2014,73.0,7.1,Unknown,0.05
Root Letter,PSV,Adventure,2016,78.0,7.8,M,0.05
Hakuouki SSL: Sweet School Life,PSV,Adventure,2014,72.0,7.55,Unknown,0.05
Resident Evil 6,XOne,Shooter,2016,63.0,6.3,M,0.04
Hitman (2016),PS4,Action,2016,73.0,7.1,Unknown,0.05
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,Role-Playing,2015,74.0,7.5,Unknown,0.05
Sébastien Loeb Rally Evo,PS4,Racing,2016,71.0,8.1,E,0.05
Monster High: New Ghoul in School,3DS,Action,2015,73.0,7.1,E,0.04
World Trigger: Borderless Mission,PSV,Action,2015,73.0,7.1,Unknown,0.04
Life is Strange,PC,Adventure,2016,83.0,8.6,M,0.05
Nobunaga's Ambition (3DS),3DS,Simulation,2013,70.0,7.05,Unknown,0.04
Kamen Rider: Battride War Genesis,PS3,Action,2016,73.0,7.1,Unknown,0.04
Battlezone,PS4,Action,2016,66.0,7.0,T,0.05
Card Fight!! Vanguard G: Stride to Victory!!,3DS,Misc,2016,75.0,7.0,Unknown,0.04
Hyperdimension Neptunia mk2,PSV,Action,2014,73.0,7.1,Unknown,0.04
Pro Evolution Soccer 2016,PC,Sports,2015,76.0,4.3,E,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,2016,55.0,6.0,T,0.04
Puyo Puyo Tetris,PS3,Puzzle,2014,71.0,7.9,Unknown,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,Action,2016,73.0,7.1,Unknown,0.04
Disney Planes Fire & Rescue,Wii,Action,2014,73.0,7.1,Unknown,0.04
Enemy Front,X360,Shooter,2014,35.0,5.8,M,0.04
Shantae and the Pirate's Curse,3DS,Platform,2015,82.0,8.5,E10+,0.04
Yowamushi Pedal,3DS,Action,2015,73.0,7.1,Unknown,0.04
White Album 2: Shiawase no Mukougawa,PS3,Adventure,2012,72.0,7.55,Unknown,0.04
Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,2014,80.0,8.1,T,0.04
Record of Agarest War: Marriage,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.04
Mechanic Escape,PS3,Platform,2012,78.0,7.2,Unknown,0.04
Little Battlers eXperience W,PSV,Role-Playing,2012,74.0,7.5,Unknown,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Action,2016,73.0,4.3,T,0.04
The Wolf Among Us,PSV,Adventure,2014,72.0,8.4,M,0.04
LEGO Friends,3DS,Action,2013,43.0,8.3,E,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,Simulation,2013,70.0,7.05,Unknown,0.04
Saint Seiya: Soldiers' Soul,PS3,Fighting,2015,74.0,6.3,T,0.04
Nike+ Kinect Training,X360,Sports,2012,77.0,5.7,Unknown,0.03
Star Ocean 5: Integrity and Faithlessness,PS3,Role-Playing,2016,74.0,7.5,Unknown,0.04
Brothers: A Tale of Two Sons,XOne,Adventure,2015,81.0,8.9,T,0.04
NHL Legacy,PS3,Action,2015,73.0,7.1,Unknown,0.04
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,Action,2014,73.0,7.1,Unknown,0.04
Super Robot Taisen OG Infinite Battle,PS3,Fighting,2013,74.0,7.4,Unknown,0.04
Nitroplus Blasterz: Heroines Infinite Duel,PS4,Fighting,2015,70.0,6.9,T,0.03
Resident Evil 6,PC,Shooter,2012,69.0,5.9,M,0.04
Amagami,PSV,Adventure,2014,72.0,7.55,Unknown,0.04
Arcana Heart 3,PSV,Fighting,2014,74.0,7.4,Unknown,0.05
Great Battle Full Blast,PSP,Action,2012,73.0,7.1,Unknown,0.04
Ride to Hell,PS3,Racing,2013,13.0,1.0,M,0.04
Doki Doki! PreCure Narikiri Life!,3DS,Action,2013,73.0,7.1,Unknown,0.04
Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,2015,46.0,5.8,E,0.03
Rodea the Sky Soldier,3DS,Action,2015,45.0,5.6,E10+,0.03
Major League Baseball 2K12,PC,Sports,2012,77.0,5.7,E,0.04
Horses 3D,3DS,Misc,2012,75.0,6.3,E,0.04
Bullet Girls 2,PSV,Action,2016,73.0,7.1,Unknown,0.04
Deadliest Warrior: Ancient Combat,X360,Fighting,2012,37.0,6.3,M,0.04
Civilization Beyond Earth: Rising Tide,PC,Strategy,2015,80.0,7.1,Unknown,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,Misc,2016,75.0,7.0,Unknown,0.04
Rugby Challenge 3,PS4,Sports,2016,64.0,6.8,E,0.05
Romance of the Three Kingdoms 13,PS3,Action,2015,73.0,7.1,Unknown,0.04
Stellaris,PC,Strategy,2016,78.0,8.0,Unknown,0.04
Call of Duty: Modern Warfare Trilogy,X360,Shooter,2016,76.0,6.7,M,0.04
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.04
Test Drive: Ferrari Legends,PS3,Racing,2012,62.0,4.9,E,0.05
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,Action,2012,73.0,7.1,Unknown,0.04
MLB 2K12 / NBA 2K12 Combo Pack,X360,Sports,2012,77.0,5.7,Unknown,0.04
Psycho-Pass: Mandatory Happiness,PS4,Adventure,2016,72.0,8.3,T,0.04
Monster High: New Ghoul in School,PS3,Action,2015,73.0,7.1,E,0.04
Hanaoni: Yume no Tsudzuki,PSP,Action,2012,73.0,7.1,Unknown,0.04
Deadliest Warrior: Ancient Combat,PS3,Fighting,2012,74.0,7.4,M,0.04
Terraria,XOne,Action,2014,84.0,7.7,T,0.04
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,Adventure,2014,72.0,7.55,Unknown,0.04
 Haikyu!! Cross Team Match!,3DS,Adventure,2016,72.0,7.55,Unknown,0.04
Sengoku Musou 3 Z Special,PSP,Action,2012,73.0,7.1,Unknown,0.04
Ben 10 Galactic Racing,PSV,Racing,2012,75.0,3.8,E,0.04
Winning Post 7 2012,PSP,Sports,2012,77.0,5.7,Unknown,0.04
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,Sports,2013,77.0,5.7,Unknown,0.04
The Legend of Heroes: Trails in the Sky First Chapter,PS3,Role-Playing,2012,74.0,7.5,Unknown,0.04
Resident Evil: Revelations,PC,Action,2013,77.0,7.0,M,0.04
Date A Live: Rine Utopia,PS3,Adventure,2013,72.0,7.55,Unknown,0.04
Painkiller: Hell & Damnation,PS3,Shooter,2013,76.0,6.7,Unknown,0.04
BlazBlue: Chrono Phantasma Extend,PS3,Action,2015,73.0,8.3,T,0.04
Yuki Yuna is a Hero: Memory of the Forest,PSV,Action,2015,73.0,7.1,Unknown,0.04
Time Travelers,3DS,Adventure,2012,72.0,7.55,Unknown,0.04
Dead Rising,PS4,Action,2016,78.0,6.6,M,0.04
Doraemon: Shin Nobita no Nihon Tanjou,3DS,Misc,2016,75.0,7.0,Unknown,0.04
DuckTales: Remastered,X360,Action,2013,73.0,7.1,Unknown,0.03
The Sims 4: Spa Day,PC,Simulation,2015,70.0,7.6,T,0.04
Game of Thrones (Telltale),PS3,Adventure,2015,72.0,7.55,Unknown,0.05
Resident Evil: Operation Raccoon City,PC,Action,2012,48.0,3.8,M,0.04
Hyperdimension Neptunia Victory II,PS4,Role-Playing,2015,74.0,7.5,Unknown,0.04
